Y,E1,E2,E3,E4,E5,E6,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
1.929E+11,1070.344515,447.8195853,-141.9252281,-20.63108492,2348.492898,819.9219338,1,0,1,NA,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1
2.49907E+11,1344.209275,357.458043,323.6544617,1512.765133,1205.518768,749.0846655,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
1.60282E+11,955.690157,306.3970379,805.2396378,972.0517247,904.9893817,394.8709361,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
3140122147,1161.632478,363.3782604,174.4005126,1052.099422,1066.50372,243.5142841,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
NA,771.5910364,97.06971679,283.3723228,1431.617235,1524.486696,NA,0,1,1,0,1,1,0,0,1,0,1,NA,0,1,0,1,1,1,1,0,1,1,0,0,0
1.22124E+11,280.8566655,639.809693,607.4780048,1183.261831,-42.94964863,753.2583292,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,NA,1,0,0,1
NA,NA,712.9094968,479.4360386,416.2692622,-211.0109953,2076.131844,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
-68022657384,939.3322816,1027.711336,-43.15777772,1645.749095,1413.102166,1233.747696,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
1.07191E+11,1759.885474,702.3760968,1155.590387,317.558678,915.6564552,1167.738549,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
2.35251E+11,1115.416861,218.9208636,961.0539003,1075.2173,1103.454306,955.5726696,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
-97381479529,1203.673954,650.7299277,834.1644287,1428.345121,1050.797576,-463.7646478,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
1.36203E+11,855.8344097,1082.511847,-447.399732,351.2784836,217.767506,267.5938503,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0
69909891860,272.9503858,132.7168582,2.488935833,1032.6489,1150.692775,2819.913375,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1
-66680506949,1003.29465,321.4113998,1953.963542,761.3724583,1199.746722,486.3960068,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1
55561407490,1152.59999,1049.54593,79.0443893,975.5788306,1115.76111,512.9856993,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,NA,1,1,1,NA
-1.59649E+11,1035.456265,763.3383273,-199.7390377,1421.695603,2768.291361,256.6454594,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
3.02364E+11,2106.388575,726.8746621,110.6656923,1186.65845,1915.241004,856.1195162,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1.65903E+11,1571.386017,342.8935867,-64.81824341,-40.40597784,171.208035,911.6348104,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
-29388459254,930.2666946,-639.6814977,682.3762352,1015.599208,688.8276763,-193.965199,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
41865463101,-146.7951066,-52.06631723,-16.68748038,1675.675153,2008.779941,676.9705287,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
2.33259E+11,487.0073751,184.8535157,-103.3789033,547.7325453,670.1147433,618.5068703,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
1.62453E+11,1774.604635,918.7406429,199.0394717,1686.539035,1395.761524,1731.849018,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
4249847380,343.5450084,334.0035641,40.61433242,1933.453467,1848.869095,664.8241901,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
49736877388,1186.313557,853.054627,-118.3882015,2103.967476,1917.852384,1506.169849,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1
1.60327E+11,1699.100916,482.6820465,196.8237346,812.5556014,851.9450431,1172.421667,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
1.33696E+11,1151.102652,-31.38809497,973.7522385,2149.819522,732.4759424,930.7329241,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
1.94958E+11,313.69636,399.1877667,-887.6391251,1026.825078,364.899233,1457.022026,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1.53498E+11,483.3663906,805.3476931,983.2981652,973.8310468,1013.742839,1477.526727,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
-93866744724,1262.758797,-55.60257288,1046.472861,625.4033096,707.0011867,459.6142267,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
-29232125850,651.6362318,2080.249331,-83.86792443,1064.196649,1520.835713,-15.33995996,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
-50439150413,-12.07098133,469.5341218,-537.0963335,2042.801778,1638.540643,455.4044079,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
12515247724,1483.401715,1010.115787,1280.525388,2516.685319,346.3593051,441.7829679,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
1.85227E+11,1051.935351,534.5338643,-255.8790738,1695.68582,1880.597827,1545.985259,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
-1.00966E+11,290.0354381,947.083016,727.3716152,567.8648859,885.6972177,304.5451322,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.54558E+11,-107.0866711,645.5980664,912.6858889,1158.344751,915.6172158,1055.294411,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1
1.11196E+11,1587.949533,-89.56592374,501.4525134,-79.55418408,1151.995112,1124.286505,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
1.52554E+11,662.2783087,534.9805013,766.6475739,1407.611276,555.9648363,1036.782115,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
12851394704,243.6791599,-134.6228363,1559.269247,1094.333838,2206.712505,758.1092655,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
66679439176,1088.148238,203.1069993,936.4125728,766.6426114,625.2513274,345.8669235,0,1,1,0,0,1,0,1,0,0,NA,1,1,0,0,1,0,0,0,1,0,1,1,1,0
2.50102E+11,839.6182865,572.2682278,909.6725804,1661.062482,817.1100021,1213.602514,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1
-14267701270,398.099383,715.8958201,283.7627325,479.5131165,1012.557582,1563.787693,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
2.72288E+11,742.9558099,702.9502885,545.2820523,682.0409385,1159.888619,1792.915548,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0
-82797649392,1577.414514,557.4472871,1275.125528,1377.989807,NA,-312.69879,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0
1.04579E+11,958.7693094,893.1561843,392.5494172,11.19577181,843.7313185,1388.569751,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
1.95186E+11,1450.477258,-535.6999639,-86.33430087,1444.791532,-319.4419468,651.1081499,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
1.17836E+11,1579.619635,910.9720544,553.6297626,-69.89165483,1217.640475,943.2180394,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
-1.77254E+11,989.9870428,195.3419231,528.423508,878.0133306,1476.703235,296.5879853,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1
2.17081E+11,753.2969647,232.0408278,-407.7229964,676.3017578,931.1626993,542.6921103,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0
1.71055E+11,281.1626706,86.55129542,102.4943159,1403.868614,927.2452663,795.290951,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,0,0
1.57049E+11,856.1791341,1140.77566,-132.6726812,771.2312958,447.3110986,308.6953324,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
51672283109,603.1673576,89.01975536,285.406031,453.5972872,1943.991459,130.9637822,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
-1.34459E+11,567.3635917,NA,-265.3932779,556.0730405,406.6788311,85.2365877,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
57707081929,696.3450374,479.980204,-810.1739818,1497.964219,1674.349474,265.3213456,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
-84671152980,114.8084623,174.5406122,1579.804324,825.5554238,1089.588351,1343.364345,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1
1.44401E+11,726.4151403,818.2537538,630.7195845,41.95990712,1298.421854,1146.335704,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
2.12875E+11,1522.500985,516.4131359,1557.132801,2025.822433,1276.425866,2006.50776,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0
1.78932E+11,441.8884065,NA,-652.4216189,575.7004797,1325.884496,1298.705008,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1
63971932569,1112.256232,513.7161655,397.4934829,56.04469204,729.305185,-478.367925,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
-1.09394E+11,769.4266589,-389.3500224,396.3980748,1551.527633,287.9963509,-51.24133575,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
94628196701,297.2820495,955.8211963,314.0202804,-22.74366146,633.2136099,489.614282,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1
2.08516E+11,1349.487817,925.4099969,630.9426857,412.7618073,2135.320396,956.1540349,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
3564143872,282.546285,-474.4722486,-214.7722351,509.5184717,973.329107,684.3214106,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
60465372043,1562.731525,-90.07441409,10.05683864,271.9364351,1647.732242,483.2418235,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
1.01346E+11,609.09212,714.2047346,529.4700904,828.4396157,983.5593632,1115.727184,0,1,NA,1,0,0,1,1,0,1,1,1,1,1,0,1,NA,1,1,1,1,0,1,1,0
1.52273E+11,1009.262491,677.9662501,-543.2562053,959.9793821,1696.987056,1549.942615,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
1.42201E+11,601.8488374,-1115.864616,412.2622216,278.5233481,596.3058906,1076.82366,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3.56111E+11,259.9007819,57.33741402,512.0195225,1533.175181,621.8684711,1358.668185,1,0,NA,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1
-12684597870,904.5306344,386.7118828,491.8541234,2048.222683,882.8031402,1926.729971,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
53033810873,699.7682807,-478.8824881,37.599185,1862.292177,1272.641548,-370.054016,0,NA,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
5.55037E+11,1579.099166,-661.5381088,-235.6538734,808.1043696,23.71809783,2111.750502,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
50076569982,-512.6442145,-167.7515393,-557.1048657,877.6478413,363.76809,788.024816,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0
NA,1123.235786,1798.517681,356.5597298,1142.152692,875.0910549,NA,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0
2.29863E+11,827.7068741,-323.8564826,598.4883266,355.0385295,-493.6596882,631.3384938,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
2.43757E+11,1171.847259,-291.6281345,307.3287147,596.1501445,167.5982971,1130.417169,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
92417395818,1757.754722,374.5019366,1343.064058,462.2614382,1147.360414,477.0381388,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
1.18867E+11,1226.19842,923.1520465,608.608566,1174.071372,-195.0453924,1333.913672,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
NA,1211.57804,-591.1618204,-749.9242738,377.8897286,2302.961504,NA,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
64165713232,1787.407437,157.8214259,-562.4897249,1935.525529,927.2647297,832.8313941,0,1,NA,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
-6227017800,536.7489598,-501.9657215,137.7996335,1566.797951,-677.3182046,1431.33104,1,1,0,NA,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
2.93783E+11,1551.975885,170.7496331,663.146265,686.6203507,595.1152213,2472.306983,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
-84053277256,662.8591072,1232.121478,444.6707029,1097.639835,1037.87375,1019.762519,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
21190330531,595.9626473,1256.945552,-791.4332125,2294.601149,1397.615442,-201.5703567,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1.09727E+11,1065.301085,64.99820434,-490.8718273,701.1620698,2520.378814,729.1569565,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
52726262177,1120.778834,463.6917035,369.4675835,508.2301181,1258.693514,547.1538362,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0
31397451320,1193.642675,-226.182352,62.16702157,943.6601103,1205.415399,501.5602723,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1
1.66287E+11,1761.813738,105.7973715,628.727268,1389.786029,786.9173477,571.6966096,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0
1.02244E+11,1431.345342,765.6623967,800.7230465,1782.528431,1141.505358,-30.15587248,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,NA,1,1,0,1,0,0,0,1
1.95245E+11,852.1699583,822.283144,184.8959738,197.2910623,-200.4817619,1663.010815,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
-29331305412,32.00597771,270.4505374,635.6061363,184.5045385,-77.24958168,1088.568215,NA,NA,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1.26551E+11,897.3790114,-38.88823657,42.14404902,1179.96525,1335.840509,489.741148,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
2.47439E+11,587.3766708,-322.6739852,759.0840201,2465.062806,223.1130739,1090.804248,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1
2.34526E+11,766.6147027,392.0331491,1319.320442,780.4051888,978.4117769,1475.912695,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,1
2.80126E+11,841.182364,1161.914798,1036.190794,721.1834343,1489.222449,1347.375727,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
83729320123,797.850304,1494.259425,338.7892934,1146.660386,1056.99005,1012.878643,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
34016967910,1340.850312,-42.62755883,41.78295031,1925.390683,858.0569618,684.8972279,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1
1.04905E+11,277.430181,1144.534398,1158.207149,331.212873,507.1583314,184.4970346,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1
71162703458,2396.721511,-539.1308827,992.8907748,1508.368442,813.1026599,169.4163971,0,0,NA,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
80610687905,1909.255923,212.1865358,525.704741,94.8599743,-318.3661925,625.8907678,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0
-57276535212,315.9785985,153.1209652,143.0887522,1778.122039,598.0929486,745.2598205,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
-25212647287,1156.504864,1062.402615,1207.350311,762.5137437,1029.476729,223.7075428,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0
1.49459E+11,2319.402753,388.9673655,133.564016,-370.5293426,2187.066844,1286.015977,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,NA,1,0,0,0,0,1,1,1
81764635599,513.0898806,953.4730588,134.4353037,282.1147789,802.3572998,465.1401672,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
-1.07605E+11,1031.729926,394.8994999,-646.2431203,1644.123926,1020.216218,754.8261475,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
-14709163651,323.0109654,-213.1369697,-332.6296679,1216.372755,-19.56208781,891.1963216,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,NA,0,0
3.81799E+11,1749.945874,1020.102701,-522.59384,797.3685613,1928.832534,1443.685335,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
2.71969E+11,1768.226725,904.4520027,645.9532505,115.5661854,1163.801191,1349.264777,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
2.50175E+11,1134.111012,494.2449963,722.9756495,1427.414595,934.6201885,1383.474718,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0
3.10679E+11,1135.636267,972.4218234,-520.8944648,681.7982295,582.9463451,1515.136876,1,1,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
2.14613E+11,1132.522389,518.1254477,-302.4706633,1748.778563,330.9097939,1388.514508,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
1.0584E+11,1166.656041,458.4738898,1217.601465,949.5278485,1537.659329,903.7268504,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1
92127583306,1257.486985,694.6264693,886.9356996,739.4975716,1307.251124,755.1111938,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2.87767E+11,1473.360799,481.2814148,-45.52859755,798.833807,1933.276339,1857.790546,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
-1.26179E+11,806.9216306,NA,-711.0470761,1419.754778,226.8561072,364.890274,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
47707404408,893.37305,1006.21742,-888.711724,1709.517193,1063.807923,687.669961,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
-1.53178E+11,447.1841469,-39.54175256,258.1150191,340.3763183,1373.835212,732.6617539,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
1.20827E+11,938.9665108,754.8123504,-227.5944959,1006.400589,516.8657849,1390.025949,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,1,0,1
1.11529E+11,1417.898607,92.27120784,538.8822359,1078.575985,470.2549291,62.46673816,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1
1.22345E+11,1028.733857,-684.0585204,-180.5460394,2247.099314,1494.652294,-153.0703399,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
-3679855506,906.8679526,1950.447693,-458.3683435,1162.284187,NA,1126.962936,0,1,1,1,1,0,1,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,0
-1.57792E+11,694.8613529,197.1394107,94.8330845,796.5398217,1034.370727,317.747447,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1.95255E+11,967.7869367,1624.593809,190.8800731,-90.48893198,-242.2114774,364.5746959,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
-71468891545,665.8403438,1885.875507,697.9766448,562.8477384,1037.159349,311.5947264,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0
42861925515,169.6319392,101.8678977,1507.684539,1215.033543,1902.622314,800.1798718,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
NA,NA,334.4352605,234.4694393,2111.832493,826.6462448,1574.596658,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
1.94644E+11,801.744221,913.9871175,-975.2397097,1483.421303,152.9012844,1067.08581,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
1.56734E+11,675.9687516,569.2783444,145.6653779,253.444996,1535.234553,1255.620064,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
50818623750,304.0072587,1148.63598,806.9404961,1041.644391,1412.14958,1517.290467,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0
-6698483888,1438.005791,548.8412202,353.908175,1583.087982,733.2032168,356.9424718,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
35487078338,-281.993409,888.8761931,296.6323373,854.6603117,1285.13291,1213.234773,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1
38306595393,-205.8316666,194.4319081,168.0088215,1402.901442,517.7900989,463.4329117,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0
-48554448518,1776.408035,-13.15931535,-780.1300105,886.0720579,464.3929397,792.7117561,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
1.77521E+11,665.8083672,-13.5139364,903.9160109,1781.865201,662.5530682,125.0146421,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,NA,0,0
5.47871E+11,1350.260538,725.007524,606.0496952,1412.72728,1440.647516,1694.649634,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
231572748.1,690.9968414,576.98157,2051.927227,130.9981508,650.5498823,412.6529721,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
55589674351,748.3726161,1113.959809,1751.171861,1446.024637,1386.781021,1349.408848,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1
1.9591E+11,1302.108511,663.2367797,765.9844046,735.9125424,454.4131496,1299.935812,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0
-45293151623,960.6952114,1192.549134,297.2805198,870.628756,1118.807032,118.3141209,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
-56188317258,230.6657202,797.1237433,-450.8119287,687.8107314,840.9927363,1016.020734,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,NA,0,1,1,1
44309021280,1687.111741,-870.1605709,511.8249486,643.4563588,1158.942744,518.4914646,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
84992821058,1482.987715,908.920304,293.9151883,859.5420362,-13.49289964,466.8394492,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1
1.9082E+11,1319.043404,1050.416848,919.4469438,558.2522429,-230.8428406,1486.183618,0,0,0,NA,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2.15276E+11,-149.799898,1104.056224,1043.109559,1844.709681,256.0451556,-120.3920178,1,1,1,0,0,0,0,1,1,0,NA,1,1,0,0,1,0,0,0,0,0,0,1,1,1
1.70803E+11,1041.575288,812.3480155,-69.79196264,421.5513961,1460.756899,680.881882,1,1,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1
2.30568E+11,-299.1946273,-371.1643299,-47.62141808,1044.773913,-92.50919134,855.627624,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
1.19114E+11,653.7660914,529.4737887,589.4082972,620.1254886,963.245421,1160.158308,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,NA,1,0
62263651750,1294.836768,-206.1272055,330.2790359,1208.273386,704.7828216,540.9908208,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
NA,NA,598.5153171,153.5586515,1744.153734,857.5034052,665.8695209,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
2.17399E+11,1572.552232,1167.497096,238.2108168,716.4052108,1143.899375,477.2352151,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
1.46348E+11,778.301643,996.1486782,1278.788576,1079.235596,1753.668183,846.7447013,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0
